nome,trabalho,renda_mensal,renda_anual,data_nascimento,idade,score_credito,possui_historico_inadimplencia,tempo_emprego_atual,valor_solicitado,prazo_pagamento,possui_outros_emprestimos,valor_outros_emprestimos,credito_aprovado,valor_aprovado
Vicente Macedo,Desempregado,189.41,2603.26,24/08/2006,18,440,Não,0.0,1010.6805954141681,12,Não,0.0,Não,0.0
Sr. José Miguel Moura,Funcionário de Empresa Privada,5807.57,76555.65,09/12/1982,42,763,Não,18.3,8477.599334730476,18,Sim,56178.95902259026,Não,0.0
Dra. Emanuella Correia,Funcionário de Empresa Privada,16196.03,191725.83,19/09/1966,58,447,Sim,7.2,40217.63543502409,48,Sim,101927.12944885284,Não,0.0
Danilo Carvalho,Funcionário de Empresa Privada,7700.06,104279.64,07/06/1986,38,824,Não,20.0,27349.69519417072,24,Não,0.0,Sim,27349.7
Ana Sophia Lopes,Funcionário de Empresa Privada,5453.8,71651.91,18/10/1981,43,482,Não,25.0,8943.226814462223,6,Sim,46382.87877226742,Não,0.0
Breno da Luz,Desempregado,525.73,6760.94,17/10/2002,22,313,Não,4.0,2324.4591257948814,12,Não,0.0,Não,0.0
Vicente Aragão,Aposentado/Pensionista,2889.87,35172.11,02/01/1995,30,587,Não,0.0,10532.324285286586,6,Sim,23008.16644532502,Não,0.0
Agatha Aparecida,Funcionário Público,22521.85,280510.87,21/05/1969,56,584,Não,24.0,53762.28505490475,6,Sim,16131.287799996879,Sim,47095.76
Marina Azevedo,Profissional Liberal,23617.41,279230.69,09/07/1980,44,560,Não,23.7,35551.90095322969,18,Sim,117557.82255659644,Não,0.0
Isaque Barros,Funcionário de Empresa Privada,1877.49,24117.22,12/03/1998,27,639,Não,9.0,771.8500616631069,24,Não,0.0,Sim,739.82
Dra. Ester Duarte,Funcionário de Empresa Privada,10180.94,125703.41,30/11/1998,26,391,Sim,1.1,54689.08035272742,24,Não,0.0,Não,0.0
Heloísa Guerra,Desempregado,371.56,5160.51,08/01/1966,59,331,Sim,17.7,2180.435844802721,18,Sim,3789.5716085446593,Não,0.0
Maria Sophia Mendes,Estudante,3042.56,37345.43,29/12/1957,67,682,Sim,31.2,698.0484624572248,12,Não,0.0,Sim,698.05
Lucca da Costa,Aposentado/Pensionista,1742.04,24149.76,17/10/2000,24,235,Sim,6.0,6766.346667834914,36,Não,0.0,Não,0.0
Kaique Gonçalves,Estudante,656.22,8972.94,17/08/1963,61,370,Não,24.5,798.8003756112066,6,Não,0.0,Não,0.0
Lucas Gabriel da Costa,Funcionário Público,12167.18,169554.38,08/08/1996,28,734,Não,10.0,47823.636126584,36,Não,0.0,Sim,47823.64
Dra. Sabrina Castro,Aposentado/Pensionista,6222.97,84318.38,13/07/1998,26,520,Não,8.0,21658.185851264843,6,Não,0.0,Sim,16893.38
Bruno Moraes,Empresário/Autônomo,26404.56,350416.69,15/03/1966,59,399,Sim,38.7,32623.724041196172,18,Não,0.0,Não,0.0
Lunna Abreu,Funcionário de Empresa Privada,7049.97,98677.74,18/04/2004,21,559,Não,3.0,24424.473712642925,12,Não,0.0,Sim,20479.92
Luiz Otávio Barbosa,Funcionário Público,12994.66,180963.61,22/07/1988,36,358,Não,18.0,32290.441347333453,36,Não,0.0,Não,0.0
Dr. Caleb Pinto,Empresário/Autônomo,23746.93,285434.08,30/11/1982,42,645,Não,9.3,77353.43592262614,12,Não,0.0,Sim,74839.45
João Lucas Freitas,Empresário/Autônomo,21519.02,283249.99,05/03/1950,75,785,Não,0.6,4001.346539491276,60,Não,0.0,Sim,4001.35
Alícia Freitas,Funcionário Público,12827.76,165080.41,12/12/1990,34,655,Não,16.0,69704.66552949994,6,Não,0.0,Sim,68484.83
Sr. Gustavo Câmara,Desempregado,355.37,4726.33,16/06/1998,26,490,Não,8.0,2061.8308565095203,24,Não,0.0,Não,0.0
Marcelo Azevedo,Empresário/Autônomo,14720.09,177454.1,20/01/1993,32,337,Sim,14.0,37330.379026553004,24,Sim,85965.81804817784,Não,0.0
Kevin Montenegro,Funcionário de Empresa Privada,2871.11,33244.23,20/04/1993,32,587,Não,8.4,9671.774564726991,24,Sim,22656.66780833117,Não,0.0
Asafe Costa,Funcionário de Empresa Privada,7767.04,93344.19,03/11/2003,21,766,Não,3.0,15113.194462469864,6,Não,0.0,Sim,15113.19
Vicente da Costa,Funcionário de Empresa Privada,6315.47,78527.69,04/12/2004,20,334,Não,2.0,32241.32208492073,6,Não,0.0,Não,0.0
Sr. Lorenzo Nunes,Profissional Liberal,8169.65,100634.58,15/04/1979,46,454,Sim,9.8,13710.618174074625,60,Sim,61321.2077428678,Não,0.0
Ana Vitória Castro,Funcionário de Empresa Privada,4959.44,58491.62,04/01/1957,68,675,Sim,11.2,28140.44148797697,6,Não,0.0,Sim,28140.44
Valentim Nogueira,Estudante,113.33,1338.48,17/05/1974,51,787,Não,12.7,586.488617511578,24,Não,0.0,Sim,586.49
Clarice Carvalho,Funcionário de Empresa Privada,10057.68,139451.9,04/03/1988,37,736,Sim,19.0,47553.5335707301,24,Não,0.0,Sim,47553.53
Maria Helena Pimenta,Funcionário de Empresa Privada,12046.9,145783.43,13/05/1947,78,605,Não,10.0,27535.23670419161,18,Sim,89429.07047505987,Não,0.0
Benjamim Silveira,Funcionário de Empresa Privada,11497.71,145258.56,10/12/1976,48,678,Não,17.1,72095.84458876583,24,Não,0.0,Sim,72095.84
João Vitor Leão,Funcionário Público,9254.64,111612.99,14/02/1988,37,420,Não,19.0,15317.08980096038,48,Não,0.0,Não,0.0
Heitor Casa Grande,Profissional Liberal,9214.04,108430.35,05/07/2001,23,399,Não,5.0,46475.02585995335,48,Não,0.0,Não,0.0
Dr. João Felipe da Conceição,Funcionário de Empresa Privada,7840.91,103574.21,22/07/1996,28,635,Não,0.4,48168.422418482776,18,Não,0.0,Sim,45880.42
Clarice Vargas,Aposentado/Pensionista,3609.05,47104.47,21/11/1995,29,635,Não,9.0,16144.977038616702,12,Não,0.0,Sim,15378.09
Maitê Garcia,Outros,2073.79,27866.99,10/07/1998,26,416,Não,8.0,10832.555309485519,36,Sim,7330.244173593968,Não,0.0
Dr. Oliver Castro,Funcionário de Empresa Privada,17353.49,204292.94,13/12/1951,73,576,Não,26.8,80630.2304233998,36,Sim,138166.73717720044,Não,0.0
Laís Ferreira,Funcionário de Empresa Privada,4556.08,53312.46,14/01/1996,29,394,Não,11.0,714.8175423155085,36,Sim,28870.759763851678,Não,0.0
Mirella Abreu,Funcionário Público,9355.76,115717.09,22/10/1963,61,672,Sim,11.8,1785.50158369809,6,Não,0.0,Sim,1785.5
Sra. Emanuella Azevedo,Profissional Liberal,24193.21,287380.93,22/11/1953,71,657,Não,25.2,42848.79724841821,36,Sim,102449.85917854638,Não,0.0
Maria Eduarda Albuquerque,Funcionário de Empresa Privada,7049.64,88204.78,27/09/1950,74,575,Não,26.4,12575.33468973412,48,Não,0.0,Sim,10846.23
Dr. Asafe Oliveira,Empresário/Autônomo,35184.56,450689.63,29/12/1970,54,499,Não,0.8,27013.837500287733,6,Não,0.0,Não,0.0
Catarina Martins,Empresário/Autônomo,11881.16,154821.73,11/11/1952,72,661,Não,30.3,54393.57912609383,6,Sim,66534.47861836087,Não,0.0
Vitor Hugo Oliveira,Funcionário de Empresa Privada,11893.09,145732.6,06/07/1949,75,648,Sim,7.8,46629.67975621495,12,Não,0.0,Sim,45324.05
Dra. Ana Carolina Cavalcanti,Funcionário de Empresa Privada,11546.7,133310.89,09/06/1976,48,559,Não,8.6,58600.890283661945,18,Não,0.0,Sim,49136.85
Dante Fonseca,Profissional Liberal,18241.82,242128.94,10/09/1955,69,617,Não,11.0,13963.10507190025,12,Não,0.0,Sim,12922.85
Daniel da Conceição,Aposentado/Pensionista,7789.73,97615.16,31/08/1945,79,431,Sim,31.8,48804.08549211119,36,Não,0.0,Não,0.0
João Felipe Araújo,Empresário/Autônomo,21074.49,255235.53,05/03/1981,44,674,Não,14.2,7779.442749860331,36,Sim,156504.47570026826,Não,0.0
Isaac Dias,Funcionário Público,9670.9,122541.38,28/04/2004,21,438,Não,3.0,58424.268369300924,60,Não,0.0,Não,0.0
Liz da Paz,Funcionário de Empresa Privada,2330.28,27310.3,01/07/2003,21,547,Sim,3.0,9689.089438619978,12,Não,0.0,Sim,7949.9
Marina Cavalcanti,Aposentado/Pensionista,8457.56,107417.9,28/09/1972,52,791,Não,11.5,3822.7261444269984,6,Sim,2043.7776611320774,Sim,3822.73
Luiz Otávio Aragão,Profissional Liberal,18710.49,230816.55,04/12/1947,77,511,Não,24.1,82217.15035555493,36,Não,0.0,Sim,63019.45
Júlia Fernandes,Funcionário Público,12513.34,158956.84,04/05/1968,57,816,Não,12.1,57907.820715602706,6,Não,0.0,Sim,57907.82
André Cavalcanti,Funcionário Público,5653.54,66025.32,06/01/2001,24,409,Sim,6.0,22133.149327979583,18,Não,0.0,Não,0.0
Rodrigo Andrade,Empresário/Autônomo,5122.12,60070.02,02/12/2000,24,612,Não,6.0,12373.552295917423,24,Sim,19035.035639588026,Não,0.0
Sr. Bryan Melo,Funcionário de Empresa Privada,3628.0,48661.3,17/10/1977,47,751,Não,11.2,10035.492681488888,6,Não,0.0,Sim,10035.49
Arthur Miguel Cavalcante,Funcionário Público,20385.52,272784.58,09/12/1954,70,675,Não,18.8,49544.56449988032,36,Sim,176541.36647459125,Não,0.0
Miguel Moreira,Profissional Liberal,36201.9,429065.0,01/03/1956,69,400,Não,32.0,66049.51867569267,36,Não,0.0,Não,0.0
Maria Isis Mendonça,Funcionário Público,7667.41,104968.62,20/09/1946,78,570,Não,22.9,17211.802847497966,36,Não,0.0,Sim,14716.09
Esther Campos,Funcionário de Empresa Privada,3419.03,40884.39,30/10/1974,50,631,Sim,32.0,5041.792580303617,6,Não,0.0,Sim,4772.06
Dra. Valentina Rezende,Empresário/Autônomo,38845.43,458214.84,23/08/1968,56,390,Não,6.8,88563.35871757026,12,Não,0.0,Não,0.0
Ana Liz Pinto,Estudante,1332.71,16106.23,12/01/2005,20,452,Não,2.0,5376.682901106587,24,Sim,4665.6796511382945,Não,0.0
Yan das Neves,Estudante,253.06,3478.45,09/07/2006,18,570,Sim,0.0,764.5453546100456,48,Não,0.0,Sim,653.69
Otávio Souza,Empresário/Autônomo,2359.13,27560.13,10/09/1992,32,749,Não,6.6,5315.4670185548675,12,Não,0.0,Sim,5315.47
Sra. Marina Pinto,Funcionário de Empresa Privada,8396.14,96918.67,31/10/1949,75,366,Sim,4.6,9179.225273034524,12,Não,0.0,Não,0.0
Sr. Daniel Marques,Funcionário de Empresa Privada,7142.29,84683.39,27/11/1981,43,855,Não,19.7,1670.955442781628,36,Não,0.0,Sim,1670.96
Ana Julia Peixoto,Funcionário de Empresa Privada,4542.99,63490.33,08/12/1985,39,405,Não,21.0,16969.226389444088,24,Não,0.0,Não,0.0
Bruna Fogaça,Profissional Liberal,12953.69,167056.53,17/03/1951,74,593,Sim,10.1,40681.573042808806,48,Não,0.0,Sim,36186.26
Juliana Nogueira,Empresário/Autônomo,13731.27,168622.99,05/02/1974,51,536,Não,33.0,19734.455941877524,36,Sim,9340.197383163944,Sim,15866.5
Yago Rezende,Aposentado/Pensionista,7787.12,97392.94,28/11/1978,46,747,Não,4.7,25262.875799353566,36,Não,0.0,Sim,25262.88
Luiz Miguel Cassiano,Funcionário de Empresa Privada,8161.97,112129.53,19/09/2002,22,752,Não,3.3,45025.85969519767,24,Não,0.0,Sim,45025.86
Ana Luiza Brito,Funcionário de Empresa Privada,5901.55,75976.68,25/10/1946,78,759,Não,33.2,10449.967861317278,24,Não,0.0,Sim,10449.97
Melina Alves,Funcionário de Empresa Privada,6717.36,89237.51,09/12/1992,32,473,Sim,2.9,32967.3174441789,12,Sim,29685.85564370582,Não,0.0
Emanuel da Cunha,Funcionário de Empresa Privada,19214.32,267081.13,18/07/1948,76,719,Não,15.3,83854.64201537434,12,Não,0.0,Sim,83854.64
Sr. Thiago Duarte,Funcionário de Empresa Privada,5934.23,77722.27,22/06/1957,67,436,Não,25.3,28351.80421998036,60,Não,0.0,Não,0.0
Gustavo Henrique Garcia,Empresário/Autônomo,11419.03,142980.97,12/07/1947,77,606,Não,31.0,22167.366621567275,36,Sim,80215.57690647879,Não,0.0
José Pedro Ferreira,Funcionário de Empresa Privada,4415.0,60381.57,13/08/1977,47,449,Sim,24.6,18856.545855672477,60,Sim,40463.53650387161,Não,0.0
Rebeca Viana,Funcionário de Empresa Privada,15622.57,202648.83,28/07/1965,59,462,Sim,27.1,62694.4686166239,6,Não,0.0,Não,0.0
Clara da Cunha,Profissional Liberal,14443.53,172410.16,02/09/2003,21,549,Não,1.0,45114.26554107653,18,Sim,94613.39774344186,Não,0.0
Matteo Carvalho,Funcionário de Empresa Privada,8850.55,115955.39,15/07/1951,73,467,Sim,28.9,23570.359020599783,48,Sim,48458.442376531115,Não,0.0
Daniela Gomes,Funcionário de Empresa Privada,2800.76,34263.15,30/01/2007,18,574,Não,0.0,8320.938256457692,24,Não,0.0,Sim,7164.33
Sabrina Barbosa,Profissional Liberal,5208.46,70218.66,01/02/1994,31,583,Não,13.0,25547.09591867935,6,Não,0.0,Sim,22340.94
Oliver Pires,Funcionário de Empresa Privada,6510.02,90557.28,25/12/1964,60,662,Não,38.7,10858.80547638643,48,Sim,68473.36915592862,Não,0.0
Pedro Brito,Funcionário Público,4555.98,59631.98,22/03/1993,32,706,Não,8.3,8617.767872600114,60,Não,0.0,Sim,8617.77
Marcos Vinicius Abreu,Empresário/Autônomo,9717.37,132166.06,31/10/1992,32,831,Não,14.0,4840.504354569963,24,Não,0.0,Sim,4840.5
Valentina Porto,Aposentado/Pensionista,6465.35,86916.69,01/04/1948,77,773,Não,9.3,17975.564217024767,12,Não,0.0,Sim,17975.56
